# schema: relaylm.documentation_cutover_evidence_moves.v1
# cutover_batch: C1C3
# cutover_pr: 559
# baseline_tag: v0.1
# disposition: evidence_retained
old_path	old_blob_sha	old_content_sha256	source_commit	source_pr	new_canonical_path	exact_source_snapshot
docs/mvp/mvp2_compiled_system_message.md	5713e485bfe9b343c374128cacc5fa37ebe0c7a0	ce49f4bef9aa6a1fce77a330ea8bbc12d1944b863494b2b0bb5243dfa16b0f03	f06907792996237c19f649e32495cba805338285	null	docs/evidence/implementation/mvp2_compiled_system_message.md	docs/evidence/implementation/mvp2_compiled_system_message-source.txt
docs/mvp/mvp2_config_profile_resolution.md	4447cdcdab07307d9dc8bb07884220bb5e99ce3b	e8f2efd597aa5f83a3b191c7faaacf152ccb269e1c9436021111168f5e7b9127	4067e26e5742aa6a354d461ea980d4072e0bdd20	null	docs/evidence/implementation/mvp2_config_profile_resolution.md	docs/evidence/implementation/mvp2_config_profile_resolution-source.txt
docs/mvp/mvp2_dry_run_diagnostics_headers.md	c846eff7caebb0595703f20f8dbd3fa8cd432cae	e232f24d75d266fc76fa334ab374b4dd00c5750d2b0cabe12747fced8c8c2a68	8d6bdf6bd6629e79288789a8d7713f5bdbf4dfc6	null	docs/evidence/implementation/mvp2_dry_run_diagnostics_headers.md	docs/evidence/implementation/mvp2_dry_run_diagnostics_headers-source.txt
